ftst_tckr_no,topc_id,kor_item_name,item_eng_dtl_name,bzns_otln_dtl_text,myd_excg_no,oppr_tot_amt
089980-KR,CP0000002968,상아프론테크,"Sang-A Frontec Co., Ltd.","동사는 2차전지 부품, 트랜스퍼 벨트, Fuser belt 등 프린터 핵심 부품, LCD와 OLED 패널의 보관 및 이송을 위한 FPD Cassette 등을 제조함. 반도체 웨이퍼 캐리어와 ETFE 필름, PCB기판 드릴링용 소재인 엔트리시트, 백업보드와 PTFE Tube등의 자동차 부품, 병원에서 사용되고 있는 필터니들 주사기 등도 제조함. 매출은 2차전지 22.03%, 디스플레이 6.29%, 반도체 18.02% 등으로 구성됨.",KRX,473951
214370-KR,CP0000003058,케어젠,"Caregen Co., Ltd.","동사는 2001년 설립된 기업으로, 2015년 코스닥 시장에 상장함. 펩타이드에 대한 연구와 기술을 바탕으로 화장품과 의료기기 제품을 생산, 판매하고 있음. 펩타이드는 건강기능식품, 의약품으로의 개발도 가능하며 식품은 제품화 단계, 의약품은 시제품 단계까지 연구가 진행됨. 최근 세계적 화학적 기업 BASF와 4종의 특허 펩타이드 원료에 대한 독점공급계약을 체결, 21년 2분기부터 공급을 개시하는 등 글로벌 시장에서 효능 입증받음.",KRX,1240450
290650-KR,CP0000003059,엘앤씨바이오,"L&C BIO Co., Ltd.","동사는 2011년 8월 1일 설립되어 2018년 11월 1일에 코스닥시장에 상장하였음. 현재 인체조직이식재, 인체조직기반 의료기기 등 조직공학 치료재료와 피부에 대한 전문적인 지식을 바탕으로 코스메슈티컬 등을 제조 및 판매사업을 영위하고 있음. 인체조직을 기반으로한 의료기기 제품 개발을 진행해온 동사는 인체조직 기반하의 재생의료공학 바이오 플랫폼 업체로 성장 중임.",KRX,656728
052690-KR,CP0000002528,한국전력기술,"KEPCO Engineering & Construction Co., Inc.","발전소 및 플랜트 관련 엔지니어링 업체로서 원자력발전소의 설계, 수화력발전소의 설계, 발전설비 O/M, 플랜트 건설사업 및 PM/CM 사업 등을 영위하고 있음. 세계에서 유일하게 원자로 계통 설계와 원전 종합설계를 모두 수행하고 있으며 풍부한 설계 노하우와 고급기술 인력을 보유하고 있음. 체코원전수주를 목표로 APR1000 노형에 대한 표준설계 EUR인증 취득을 추진중으로 그 결과는 2023년 상반기로 예상됨.",KRX,2396740
001120-KR,CP0000002531,LX인터내셔널,LX INTERNATIONAL CORP.,"1953년 설립되었으며, 사업부문은 자원, Trading/신성장, 물류로 구분됨. 자원부문은 광물자원에 대한 투자 및 팜농장 운영 사업임. 2차전지 원료 관련 니켈 광산에 대한 신규투자를 검토 중임. Trading/신성장 부문은 자원, 소재 및 IT부품 Trading 사업과 신성장 동력 발굴을 위한 투자사업 등임. 물류 부문은 출하부터 운송, 도착지 통관, 창고 관리 및 내륙 운송까지 물류 전 영역에 대한 종합서비스를 제공함.",KRX,1131190
085620-KR,CP0000003069,미래에셋생명보험,"Mirae Asset Life Insurance Co., Ltd.","2005년 미래에셋그룹에서 인수한 생명보험사로, 보험상품을 통한 노후준비 및 은퇴설계 서비스를 제공함. 그룹의 뛰어난 자산운용 능력과 전세계 네트워크를 보유하고 있어, 글로벌 자산배분을 통한 다양한 해외투자의 기회를 활용하여 고객의 노후를 위한 자산관리를 제공하고 있음. 고수익 보장성 판매 증대와 변액 및 퇴직연금의 Fee-Biz를 통한 장기 안정적 수익구조를 확보하는 2-Track 전략을 지속적으로 추진하고 있음.",KRX,392732
210980-KR,CP0000002838,SK디앤디,SK D&D Co. Ltd.,"부동산개발을 주요 목적으로  부동산개발과 신재생에너지개발사업을 주 영업목적으로 하고 있음. SoC 개발, Platform 개발, IP 개발, Embedded Memory 개발, Library 개발, 테스트 개발 및 QA등 전문화된 조직을 구성하여 고객이 필요로 하는 다양한 형태의 비즈니스 모델을 제공. 지난 8월 상장한 디앤디플랫폼리츠(REITs·부동산투자회사)를 활용해 종합 부동산 플랫폼 회사로 성장하기 위해 노력.",KRX,590225
006040-KR,CP0000002762,동원산업,"Dongwon Industries Co., Ltd","동사와 종속회사는 원양어업, 수산물 가공 및 판매업, 물류업 등을 영위하고 있음. 동사는 총 9척의 PS/ST 생산용 선망선과 3척의 PS 생산용 참치 선망선에서 횟감용 참치를 생산함으로써 부가가치를 증대함. 참치유통과 더불어 연어 및 일반 수산물로 카테고리를 확장하여 종합수산물 유통회사로 발돋움하며 제품을 국내의 전문점 및 백화점뿐만 아니라 아시아, 미국 및 유럽시장에 수출함.",KRX,747022
002240-KR,CP0000003351,고려제강,KISWIRE LTD,"동사가 영위하는 선재사업은 로프 부문, 선재 부문, 기타 부문(임대업 등)으로 이루어져 있음. 선재산업은 타품목과는 달리 전량 선재 가공 업체에 가공되어 2차 가공 공정을 거친 다음, 강선 및 스프링, 와이어로프 등의 최종제품으로 생산. 와이어로프를 포함한 특수선재 2차 가공업체 중 생산능력 및 판매실적 모두 국내 최대 업체이며, 고부가가치 제품인 하이로프 제품을 비롯하여 타사 대비 뛰어난 제품 품질력을 가짐.",KRX,473636
004490-KR,CP0000002621,세방전지,"SEBANG GLOBAL BATTERY Co., Ltd.","동사는 차량용 및 산업용 연 축전지 등을 제조ㆍ판매하는 회사로서 대표 브랜드로는 '로케트 배터리'가 있음. 내수 판매경로는 대리점, 직판, 기관납 등이며, 수출 판매는 DIRECT 및 LOCAL 수출 등으로 이뤄지며 각각의 당기 매출 비중은 내수 32.9%, 수출 67.1%임. 2021년에는 세계 130여개국에 US$68,461만불(2020년 연간 : US$67,174만불)의 수출을 시현함.",KRX,716048
009900-KR,CP0000002623,명신산업,MYOUNG SHIN INDUSTRIAL CO.LTD,"핫스탬핑 공법으로 경량화시켜 만든 제품을 자동차 차체 부품업체에 납품하는 것을 주요 사업으로 영위하는 기업으로 차체부품업체는 동사의 부품 등을 조립하여 완성된 차체를 완성차 업체에 납품. 동사의 주요 연결 종속법인 미국심원은 전기차를 생산하는 글로벌 전기차 업체의 1차 납품업체임. 글로벌 전기자동차 고객사向 매출의 경우, 동사의 종속법인인 심원테크와 미국, 중국의 현지 법인을 거쳐 글로벌 전기자동차 고객사에 납품.",KRX,939215
314130-KR,CP0000003052,지놈앤컴퍼니,Genome & Co.,"동사는 2015년 9월 24일 설립되어 인체 마이크로바이옴을 기반으로 질병을 예방하고 치료할 수 있는 생물학적 제제를 연구,개발하는 기업임. 2021년 3월 면역항암 마이크로바이옴 치료제(GEN-001) 임상시험 2상 협력 및 공급계약 체결하였음. 2021년 10월 미국 자회사 List Biotherapeutics을 설립하였고 면역항암 마이크로바이옴 치료제(GEN-001) 국내 제2상 임상시험계획(IND)이 승인됨.",KRX,254135
334970-KR,CP0000003065,프레스티지바이오로직스,"Prestige Biologics Co., Ltd.","동사는 국내외 제약회사의 첨단 바이오의약품을 위탁 생산하며,의약품개발 과정에 참여하여 개발단계별 맞춤형 서비스를 제공하는 사업을 영위함. Easy to modify/Adapt 시스템을 도입하여 고객 필요에 맞는 제조 환경을 제공하는 CDEMO 사업을 영위하고 있음. 동사는 COVID-19 백신 중 하나인 1회 접종용 스푸트니크 라이트 백신 원천기술을 가진 업체로부터 원액 제조기술을 이전 받아 백신 위탁생산을 준비 중에 있음.",KRX,206316
215200-KR,CP0000003066,메가스터디교육,MegaStudyEdu Co. Ltd,"동사는 2015년 4월 1일을 기준일로 분할 전 메가스터디에서 중고등 온오프라인 사업부분이 인적분할되어 교육용역사업을 목적으로 설립되었음. 사업부문별로 보면 초중등사업부문, 고등사업부문, 대학사업부문, 취업사업부문, 임대 관련 기타사업부문 등으로 구성되어 있음. 사업부문별로 온라인강의, 학원강의 등의 용역을 제공하고 도서 등의 재화를 국내 고객 대상으로 판매하고 있음.",KRX,999058
006390-KR,CP0000003089,한일현대시멘트,"Hanil Hyundai Cement Co., Ltd.","동사는 현대건설 시멘트사업부에서 독립하여 1969년 설립되었으며, 1975년 유가증권시장에 상장함. 시멘트 제조 및 판매업을 주요 사업으로 영위하고 있으며, 연간 750만톤 규모의 시멘트 생산능력을 갖춘 건설 기초소재 생산 업체임. 매출 비중은 2021년도를 기준으로 시멘트 93.7%, 기타 6.3%로 이루어져 있으며, 국내 건설사 등을 주요 거래처로 하고 있음.",KRX,432809
218410-KR,CP0000002827,알에프에이치아이씨,RFHIC Corp.,"알에프에이치아이씨 주식회사라고 표기하며 영문으로는 'RFHIC CORPORATION(약호 RFHIC)'이라 표기함. 1999년 8월 20일에 법인 형태로 설립됐으며, 2017년 9월 1일 코스닥시장에 기업공개를 실시함. 경쟁사보다 먼저 미래 산업의 변화를 예측하여 신소재인 질화갈륨(Gallium Nitride, 이하 GaN)을 이용한 제품 개발 및 상용화를 시도하였음..",KRX,585589
215600-KR,CP0000002870,신라젠,"SillaJen, Inc.","동사는 2006년 설립되어, 2016년에 코스닥에 상장한 항암 바이러스 기반 면역항암치료제 연구 개발 기업임. 동사의 핵심 플랫폼 기술은 펙사벡으로, 유전자를 재조합하여 만든 백시니아 바이러스로 암세포를 선택적으로 사멸시키고, 면역세포가 암세포를 공격할 수 있도록 설계됨. 동사는 펙사벡 생산 CMO인 ABL Europe과 JX-970의 임상시험용 약물 제조를 위한 협약을 체결하였고, 독성 시험, 효능 시험 등 전임상시험을 진행함.",KRX,0
060720-KR,CP0000003488,케이에이치바텍,"KH Vatec Co., Ltd","동사는 이동통신산업이 주요 영업부문이며, 주력사업인 정밀기구 사업 외에 FPCB 관련 사업을 함께 영위하고 있음. 이동통신산업은 크게 이동통신 서비스산업과 장비 및 제품 제조산업으로 구분되며 당사는 장비 및 제품 제조산업 중 이동통신 단말기 부품 및 조립모듈 제조산업에 해당됨. 이동통신 서비스산업, 특히 이동통신단말기 시장의 성장과 밀접한 연관 관계를 가지고 있음.",KRX,472824
000640-KR,CP0000003060,동아쏘시오홀딩스,"Dong-A Socio Holdings Co., Ltd.","동사는 지배회사로 지주사, 제약, 물류, 포장용기, 기타(IT Solution, 생수제조 및 판매, 부동산개발사업) 의 영업단위를 전략적으로 보유함. 제약 부문의 품목으로는 박카스, 판피린, 가그린 등이 있으며 물류 부문은 배송, 우송, 국제포워딩 등이 있음. 제약부문 주요 원재료인 박카스병, 판피린병은 약 8개 제병업체들이 경쟁중인 과점시장이나 계열회사인 (주)수석으로부터 공급받기 때문에 안정적인 원재료 수급이 가능함.",KRX,634448
089590-KR,CP0000002913,제주항공,"JEJUAIR CO., LTD.","동사는 2005년 1월 설립되었으며 목적사업으로 국내외 항공운송업, 항공기 취급업, 관광사업, 통신판매업, 임대업 등을 영위하고 있음. 2021년 4분기 동사 국내선 탑승객 시장점유율은 19.5%로, COVID-19 상황 하에서 국제선 운항 제한 및 국내선 확장에 따른 결과로 성장세는 전년 시장상황과 상이함. LCC 최초 기내 좌석 화물 탑재 운송, 무착륙 관광 비행, 국제선 부정기 운항 등 시장상황에 맞게 시장에 대응 중임.",KRX,737894
003240-KR,CP0000002582,태광산업,"Taekwang Industrial Co., Ltd.","1961년 설립 된 동사는 주요 사업으로 PTA, AN 등을 생산하는 석유화학부문과 원사, 직물 등을 생산하는 섬유부문 등을 영위하고 있음. 제조 및 임대부문은 품질과 설비 우위를 통한 경쟁력을 확보하고 PTA, 프로필렌, AN 등 석유화학공장 가동을 통해 수직계열화를 구축하며 업계를 선도함. 연결 실체 중 방송통신부문은 종합유선방송사업자로서 '티브로드'라는 서비스명으로 케이블 TV방송, 초고속인터넷 서비스 등의 사업을 영위함.",KRX,744843
294090-KR,CP0000003071,Eoflow Co Ltd,"EOFlow Co., Ltd.","동사는 2011년 9월 27일 설립되었으며, 전기화학기술과 정밀전자기계기술을 바탕으로 의료용 웨어러블 약물 주입기 및 관련 시스템, 소프트웨어 제품을 개발, 제조함. 현재 주력 제품은 대표적인 만성 소모성 질환 중 하나인 당뇨 시장 내에서 인슐린 주입이 필요한 환자를 대상으로 하는 스마트 웨어러블 시스템ㅇ로 제품 포트폴리오가 구성되어 있음. 웨어러블 펌프 제품을 타약물에 적용하는 신사업을 개척하고 있음.",KRX,598494
025980-KR,CP0000003228,아난티,Ananti Inc.,"동사는 1987년 1월 16일에 피혁 및 관련제품의 제조, 판매를 목적으로 설립되어 1996년 1월 6일 코스닥시장에 상장되어 매매가 개시됨. 2004년 최대주주가 변경된 후 골프장 레저사업, 관광숙박업, 휴양 콘도 미니엄의 설치 및 운영 등으로 변경되어 영위 중. 아난티 플랫폼 확장을 위해 2019년 7월 빌라쥬드아난티PFV를 설립하여 부산 오시리아 관광단지 내 프라이빗 고급 친환경 리조트 빌라쥬드아난티를 개발 중임.",KRX,595495
078130-KR,CP0000002930,국일제지,"Kukil Paper Mfg. Co., Ltd.","동사는 각종 지류의 제조, 가공 및 판매업을 영위하는 기업임. 주로 담배관련지 및 간지와 같은 산업용 기능지 및 특수지가 주요 상품임. 그래핀 및 소재 연구 개발업체인 국일그래핀을 연결대상 종속회사로 보유함. 국일그래핀은 기존의 전극체속도를 높일 수 있는 신소재의 기술을 보유하고 있으며 저가-대면적 박막형필름, 직접 전사CVD 기술등 원천기술과 더불어 소재기반의 원천기술을 확대 응용하는 분야로 사업을 확장하고 있음.",KRX,331804
